song_id,artist,title,lyrics,emotion
427,DaBaby,Bop,"
Oh, you asking for pictures with niggas? What's yo name?

Get the fuck out the spot nigga

Tryna figure which deal I'm a take

I woke up couple mill' on my plate

I'm investing in real in the state

I just went and gave my mama a hundred

Probably won't hear me open my mouth

'Less you hear me talking about finding some money

As soon as I found it, I flipped that

I'm a little bit different, they get it

Know I'm stiff on a bitch and she dig it

Tryna find out why Baby ain't all in her mentions

No, she ain't get no DM from me

This rich nigga dick, it ain't free

She be throwing that ass, yeah she good at it

Turn around when we fuck, make her look at it

She like


I needed some shit with some bop in it

I flew past a whip with that blunt in my mouth

While she swerving, that whip had a cop in it

My bitch got good pussy, fly her across the country

I'll finish the show and I hop in it

I got me a millie, I did it legitly

I'm still with the shits, I'm a hot nigga",
429,Lizzo,Good as Hell,"
Woo child, tired of the bullshit

Go on dust your shoulders off, keep it moving

Yes Lord, tryna get some new shit

In there, swimwear, going to the pool shit

Come now, come dry your eyes

You know you a star, you can touch the sky

I know that it's hard but you have to try

If you need advice, let me simplify


If he don't love you anymore

Just walk your fine ass out the door",
430,Drake,Toosie Slide,"
Don't you want to dance with me?

Yeah, I can dance like Michael Jackson

I can give you the whole action

This girl Thriller on the track, where you from?

Baby, don't you want to dance with me?

No, I can dance like Michael Jackson

I can give you satisfaction

And you know we out here everyday with it

I'ma show you how to do it


It go right foot up, left foot slide

Left foot up, right foot slide

Basically I'm saying, either way, we 'bout to slide, ayy

Can't let this one slide, ayy (Aw, yeah)",
431,Dua Lipa,Break My Heart,"
Centre of attention

You know you can get whatever you want from me

Whenever you want it, baby

It's you in my reflection

Now I'm afraid of all the things you could do to me

If I would've known it, baby


I would've stayed at home, 'cause I was doing better alone

But when you said 'Hello', I knew it was the end of it all

I should've stayed at home, 'cause now there ain't no letting you go

Am I falling in love with the one that could break my heart?

Oh no, I was always better alone

But when you said 'Hello', I knew it was the end of it all

I should've stayed at home, 'cause now there ain't no letting you go

Am I falling in love with the one that could break my heart?",
432,Morgan Wallen,Chasin' You,"
Chasing you like a shot of whiskey

Burning going down, burning going down

Chasing you like those goodbye taillights

Heading west to anywhere out of this no where town

Chasing that freedom, chasing that feeling that got gone too soon

Chasing that you and me, I only see in my rear view

Yeah I'm laying here tonight holding someone new

Still chasing you, still chasing you


You always used to talk about LA

I heard you got as far as Santa Fe

Oh wait, you know I tried to track you down

I only got as far as Guitar Town

Singing about a girl I used to know, used to know

You should know that I haven't given up

I'm just on your radio",
434,Chris Brown,No Guidance,"
You got it, girl, you got it (Ayy)

You got it, girl, you got it


Lil' baby in her bag, in her Birkin

No nine to five, put the work in

Flaws and all, I love 'em all, to me, you're perfect

Baby girl, you got it, girl, you got it, girl (Oh-oh)

You got it, girl, you got it, girl (Ooh)",
435,Camila Cabello,My Oh My,"
Yeah, a little bit older, a black leather jacket

A bad reputation, insatiable habits

He was onto me, one look and I couldn't breathe, yeah

I said, if he kissed me, I might let it happened (Oh)


I swear on my life that I've been a good girl (Oh)

Tonight I don't wanna be her",
436,BTS,Dynamite,"
This is getting heavy

Can you hear the bass boom? I'm ready

Life is sweet as honey

Yeah, this beat cha-ching like money

Disco overload, I'm into that, I'm good to go

I'm diamond, you know I glow up

Hey, so let's go


'Cause I, I, I'm in the stars tonight

So watch me bring the fire and set the night alight (Hey)

Shining through the city with a little funk and soul

So I'ma light it up like dynamite, woah",
437,Chris Brown,Go Crazy,"
Trips to your crib in the middle of the night

I know that you miss me as I put it down right

Damn, babe, I can put you on a flight

You know that a nigga like me can change your life


Oh, baby, everything you do is amazing

Ain't nobody watchin', go crazy

I got what you need

Everybody think you shy but I know you a freak

Lil' baby (Oh), everything you do is amazing (Yeah)

Ain't nobody watchin', go crazy (Yeah)

I got what you need (Yeah)

Everybody think you shy but I know you a freak

Lil' baby (Yeah)",
438,Roddy Ricch,High Fashion,"
If we hop in the Benz is that okay?

Is it okay if I call you my Prada bae?

I ain't no player, I just got a lot of baes

But let me tell you, I like you a lot, bae

I wanna start at the top and the bottom, bae

Know you want the shoe with the red on the bottom, bae

You know I like when you ride at the top, bae


She want Chane'-ne', Dio'-o'

I'm only doin' cash, I don't need promo

I pull up to the high rise, I'm in the four-four

Inside cocoa

If I got a feeling, I keep it inside my heart

And I keep a Patek, too, 'cause I don't do Versac'

You see my diamonds even when I'm in the dark

And since you got it, it make you go and do anything you want to",
439,Drake,Laugh Now Cry Later,"
Tired of beefin' you bums, you can't even pay me enough to react

Been wakin' up in the crib and sometimes I don't even know where I'm at

Please don't play that nigga songs in this party, I can't even listen to that

Anytime that I ran into somebody, it must be a victory lap, ayy

Shawty come sit on my lap, ayy, they sayin' Drizzy just snapped

Distance between us is not like a store, this isn't a closeable gap, ayy

I seen some niggas attack and don't end up makin' it back


I know that they at the crib goin' crazy, down bad

What they had didn't last, damn, baby",
440,Lil Baby,Woah,"
Brand new car is noisy, come through and it's roarin' (Skrrt)

You ain't gotta worry, don't care about your boyfriend

See me and get nervous, I damn near did it perfect

Work hard and determine, it's safe to say I earned it, woah

Yeah, none of you guys get fly as me, woah

Matter of fact, none of you guys get high as me, woah

Post my drip up daily just so they can see, woah

Turn me up some more so my haters can hear it, woah (Yeah)


I put the dope in the back of the car and I tell 'em to go

She hit when she land, she bring me the bands, she back on the road

She know how I get when I get in that mode

Ain't fuckin' with bitches, ain't buying no clothes

Wanna do shows and make me some songs

Make sure that other shit come in, get sold

We fuck with the strippers 'cause we play with poles

We play with our money and not with our nose

I used to go to the West to get loads

I just came back from the West with a trophy

I'm on some more shit

She said she miss it and sendin' emojis

No time to kick it, I'm always in motion

Can't say I miss you, I don't got emotions

I'm on that back-when-I slept-on-the-floor shit

I'm on that me-and-the-bro-kick-a-door shit

I'm on that back-when-I-stood-at-the-stove shit

Ain't goin' broke, I'm just back on my old shit

I'm takin' drugs, I don't know how to cope it

I know one thing, I'm never gon' be hopeless

If you tell 'em what was said, you a rodent

Drive the new Corvette like it's stolen, yeah",
442,Shawn Mendes,Señorita,"
Land in Miami

The air was hot from summer rain

Sweat dripping off me

Before I even knew her name la la la

It felt like oooh la la la

Yeah no


Sapphire moonlight

We danced for hours in the sand

Tequila sunrise

Her body fit right in my hands la la la

It felt like oooh la la la yeah",
443,Travis Scott,Highest in the Room,"
Case it's fumes (Smoke)

She fill my mind up with ideas (Straight up)

I’m the highest in the room (It’s lit)

Hope I make it outta here (Let's go, yeah)


We ain’t stressin' 'bout the loot (Yeah)

My block made of quesoria

This not the molly, this the boot

Ain't no comin’ back from here

Live the life of La Familia

It's so much gang that I can't see ya (Yeah)

Turn it up 'til they can't hear (We can't)

Runnin', runnin' 'round for the thrill

Yeah, dawg, dawg, 'round my real (Gang)

Raw, raw, I been pourin' to the real (Drank)

Nah, nah, nah, they not back of the VIP (In the VIP)

Gorgeous, baby keep me hard as steel

Ah, this my life, I did not choose

Uh, been on this since we was kids

We gon' stay on top and break the rules

Uh, I fill my mind up with ideas",
444,Billie Eilish,Bad Guy,"
So you're a tough guy

Like a really rough guy

Just can't get enough guy

Chest always so puffed guy

I'm that bad type

Make your mama sad type

Make your girlfriend mad type

Might seduce your dad type

I'm the bad guy, duh

I'm the bad guy


I like it when you take control

Even if you know that you don't

Own me, I'll let you play the role

I'll be your animal

My mommy likes to sing along with me

But she won't sing this song

If she reads all the lyrics

She'll pity the men I know",
445,24kGoldn,Mood,"
I could never get attached

When I start to feel, I unattach

Somehow I always end up feeling bad

Baby, I am not your dad, it's not all you want from me

I just want your company

Girl, it's obvious, elephant in the room

And we're a part of it, don't act so confused

And you love startin' it, now I'm in a mood

Now we arguin' in my bedroom


We play games of love to avoid the depression

We been here before and I won't be your victim",
446,Lady Gaga,Rain on Me,"
I'd rather be dry, but at least I'm alive

Rain on me, rain, rain

Rain on me, rain, rain

I'd rather be dry, but at least I'm alive

Rain on me, rain, rain

Rain on me


Rain on me

Mmm, oh yeah, baby

Rain on me",
447,Pop Smoke,For the Night,"
I did some wrong (Oh, oh), but I'm always right (Oh, oh)

Said I know how to shoot (Oh, oh) and I know how to fight

If I tell you once, won't tell you twice

I'm real discreet, like a thief in the night (Look)


If I call you bae, you bae for the day

Or a bae for the night, you not my wife

She want a killer to fuck all night

I wanna fuck on a thot, gimme head all night

AP, big rocks, in the hood with the 'rillas

Five K on the dinner, bring three hundred thou' to the dealer",
448,Black Eyed Peas,Ritmo (Bad Boys for Life),"
Ritmo


No son ni Reebook ni son Nike (No)

Sin estilista luzco fly (Yes)

La Rosalía me dice que luzco guay (La Rosalía)

No te lo niego porque yo sé lo que hay (Wuh)

Lo que se ve, no se pregunta (Na')

Si los perdí, tengo claro que e' mi culpa (Es mi culpa, culpa; ah)

Como Canelo en el ring nada me asusta

Vivo en mi base y la paz no me la tumban (Wuh)

Hakuna Matata como Timón y Pumba

Voy pa' leyenda así que dale zumba

Los dejo ciego' con la vibra que me alumbra

Haters pa' la tumba, nosotros pa' la rumba (Ra)",
449,Rod Wave,Heart on Ice,"
While in the cell with Lil' Hakeem, after I slapped him I had told him

“I don't know how you get down with them clowns but I'm a soldier”

No one could understand, I had way too much aggression

That built over the years from my abandoned adolescence

See I done been lied to, backstabbed, and heartbroken

I wanted to cry but I was too afraid to open

Prayin’ one day I’d find a piece of mind by the ocean

I spent all my time committing crimes to get closer

While at my nana house I play the couch, starin' at the ceiling

Tryin’ not to get in my feelings

Thinkin' of a way I could make these millions

Maybe that'll take this pain away and clear up all these rainy days, yeah


Heart been broke so many times I don't know what to believe

Mama say it’s my fault, it's my fault, I wear my heart on my sleeve

Think it's best I put my heart on ice, heart on ice 'cause I can't breathe

I'ma put my heart on ice, heart on ice, it's gettin' the best of me",
450,Blake Shelton,Nobody but You,"
I don't wanna live without you

I don't wanna even breathe

I don't wanna dream about you

Wanna wake up with you next to me


I don't wanna go down any other road now

I don't wanna love nobody but you

Looking in your eyes now, if I had to die now

I don't wanna love nobody but you

You",
451,Shaed,Trampoline,"
Wait if I'm on fire

How am I so deep in love?

When I dream of dying

I never feel so loved


I've been having dreams

Splashin in a summer stream

Trip and I fall in

I wanted it to happen

My body turns to ice

Crushin weight of paradise

Solid block of gold

Lying in the cold

I feel right at home",
453,Lizzo,Truth Hurts,"
Why men great 'til they gotta be great?

Don't text me, tell it straight to my face

Best friend sat me down in the salon chair

Shampoo press, get you out of my hair

Fresh photos with the bomb lighting

New man on the Minnesota Vikings

Truth hurts, needed something more exciting

Bom bom bi dom bi dum bum bay


You tried to break my heart?

Oh, that breaks my heart

That you thought you ever had it

No, you ain't from the start

Hey, I'm glad you're back with your bitch

I mean who would wanna hide this?

I will never, ever, ever, ever, ever be your side chick

I put the sing in single

Ain't worried 'bout a ring on my finger

So you can tell your friend, “shoot your shot” when you see 'em

It's OK, he already in my DMs",
454,JP Saxe,If the World Was Ending,"
I know you know we know you weren't down for forever and it's fine

I know you know we know we weren't meant for each other and it's fine


But if the world was ending you'd come over, right?

You'd come over and you'd stay the night

Would you love me for the hell of it?

All our fears would be irrelevant

If the world was ending you'd come over right?

The sky'd be falling and I'd hold you tight

And there wouldn't be a reason why

We would even have to say goodbye

If the world was ending you'd come over, right? Right?

If the world was ending you'd come over, right? Right?",
455,Lil Baby,We Paid,"
First turnt nigga from the hood, they curious

Four in cars, 'bout five in jewelry

I get the commas with numbers, that's period

I got your BM wan' put on Amiris

First young nigga in the A2 Lam'

Run up fourteen mil', started fourteen grams (Same day)

Dope boy Dickies and diamonds and Timbs

You shouldn't play with that boy, he is not one of them

Bro, I kept taking L's, finally got me a M

Still making double, I don't call what I spend

S550 2018

Gotta come twenty if you hoppin' in the Benz

Young turnt nigga from the D to the A

I'm rockin' with the Lions, yeah, I'm rocking with the Braves

Yeah, yeah, yeah, yeah, yeah, we paid

Yeah, yeah, yeah, yeah, yeah, we paid


I'ma turn it up a lil' more this time

Used to dream about gettin' it, now I got it, I don't drive

I had a spot like a varsity, what did you have?

You buy twenty, I'll front what you buy

I put on drip, I believe I can I fly

Niggas know that I'm rich, but they know not to try

I had a show in Detroit and I stopped at Revive

And spent fifty on all the guys

All of these hoes in these stores make commission

And plus I'ma tip 'em, they holdin' my size

Get in your car and just put on your flashers

And follow the hearse since you say you gon' ride

'Cause somebody gon' die if they fuck with us

Turn a five to a dime, that's a double up

Fuck around, walk through church with my double cup

This shit a habit, I'm prayin' I give it up

Tiger stay with the wood, make 'em give it up

Know I ran through a mil' every week off of weed

Bro beat the trap, I can get me some sleep

Got a backend to pick up, I won't even leave

Run it up, fuck around, give the 'Vette to DT

Keep a hotboy with me, I got love for BG

Chasin' this paper since twelve or thirteen

Runnin' 'round in these streets, it was me and Marquise",
456,Justin Bieber,Yummy,"
Bonafide stallion

It ain't no stable, no, you stay on the run

Ain't on the side, you're number one

Yeah, every time I come around, you get it done (You get it done)


Fifty-fifty, love the way you split it

Hundred racks, help me spend it, babe

Light a match, get litty, babe

That jet set, watch the sunset kinda, yeah, yeah

Rollin' eyes back in my head, make my toes curl, yeah, yeah",
457,Old Dominion,One Man Band,"
I don't wanna be a one man band

I don't wanna be a rolling stone alone

Putting miles on a run-down van

Baby, we can take our own show on the road

I'll lay down the beat, you'll carry the tune

We'll get tattoos, and we'll trash hotel rooms

Baby, take my hand

I don't wanna be a one man band


I wanna run down your wild dreams

And I wanna chase every high with you

Count every rip in these old jeans

We'll never learn how to sing the blues",
458,Jason Aldean,Got What I Got,"
When I got what I got I don't miss what I had

The old me before you belongs to the past

In the back of your mind you might think there's somethin' more I want

But when I got what I got, girl, I don't


I said, ""Baby, do you know you sound a little crazy,

When you're talkin' like that, girl?""

Ain't no second thoughts, no regrets, no kinda maybe

No wishin' I turned back",
459,Surfaces,Sunday Best,"
Everyone falls down sometimes

But you just gotta know it'll all be fine

It's ok, uh-huh

It's ok, it's ok


Feeling good, like I should

Went and took a walk around the neighborhood

Feeling blessed, never stressed

Got that sunshine on my sunday best",
460,Eminem,Godzilla,"
Monster

You get in my way, I'ma feed you to the monster (Yeah)

I'm normal during the day, but at night, turn to a monster (Yeah)

When the moon shines like Ice Road Truckers

I look like a villain outta those blockbusters

Godzilla, fire spitter, monster

Blood on the dance floor, and on the Louis V carpet

Fire, Godzilla, fire, monster

Blood on the dance floor, and on the Louis V carpet


I'm just a product of Slick Rick, at Onyx, told 'em lick the balls

Had 'em just appalled at so many things that pissed 'em off

It's impossible to list 'em all

And in the midst of all this

I'm in a mental hospital with a crystal ball

Tryna see, will I still be like this tomorrow?

Risperdal, voices whisper

My fist is balled back up against the wall, pencil drawn

This is just the song to go ballistic on

You just pulled a pistol on the guy with the missile launcher

I'm just a Loch Ness, the mythological

Quick to tell a bitch go off like a fifth of Vodka

When you twist the top of the bottle, I'm a",
461,Juice Wrld,Bandit,"
I don't need no molly to be savage (Savage)

Uh, when I'm on that molly I feel savage (Savage)

Uh, uh, she the definition of a bad bitch

Stole her, I'm the definition of a bandit

Uh, ayy, I don't need no molly to be savage (Savage, ayy)

Uh, but when I'm on the molly I feel savage (Savage)

And my girl the definition of a bad bitch

Stole her heart, I'm the definition of a bandit


Put the percs down and picked up the jiggas-jiggas-jiggas

Tommy in the fucking Tommy Hilfiger-figer-figer

That Tommy hit a nigga, Tommy Hilfiger, fuck niggas

I'm nice when I'm high off the pills, I'ma fuck with her

I don't smoke skunk, but tonight, I'm getting stuck nigga

Pour the codeine up and put some molly in the cup with her

I know she a freak (Uh-huh), she gon' fuck with it

She my velcro (Uh-huh), guess I'm stuck with her

I dive in it like a sailor, I love to nail her

Addicted to her paraphernalia, I had to tell her

I see it like a fortune teller

Your ex-nigga did good, I could do better

Bad bitch from the woods, I think she a hunter

She a killer and an eater, she a Jeffery Dahmer

I can tell when she's in her feelings, I can read her like a book

No TEC, no Beretta, FN on me am I understood?

Yeah, yeah",
462,StaySolidRocky,Party Girl,"Girls just wanna have fun 
So they party, so they party
(Ayo Nashi, you go crazy)
Lil' mama a party girl 
She just wan' have fun too
They say you ain't wifey type but I don't care, I want you (whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you (whoa, whoa, whoa)

Lil' mama a party girl 

She just wan' have fun too

They say you ain't wifey type but I don't care, I want you (whoa, whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you

She don't want nobody

She don't need somebody

I'm tryna be with you so you don't be without me

She tote 'em just like me, no we can't leave without it

She boot up off the meth like she can't breathe without it

She drinkin' Four Lokos, I can't get with those

She wan' gimme throat throat, I tell her come close

She say, ""You say you love me, but I don't know what love means""

I ask her who got her heart cause damn that nigga lucky

I been tryna reach for it, but it's too far above me

I ain't never do you wrong, so tell me why you don't trust me

She don't do this often, she said it's only because me

You the one who wanted it, therefore you can never judge me (whoa, whoa)

She just wanna party, and nothing's wrong with that (whoa, whoa)

Every time I'm calling, she say she gon' call me back

I told her call me Rocky, she say she not gon' call me that (whoa, whoa)

You say you come with a lot, well baby I want all of that

Lil' mama a party girl 

She just wan' have fun too

They say you ain't wifey type but I don't care, I want you (whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you (whoa, whoa, whoa)

Lil' mama a party girl 

She just wan' have fun too

They say you ain't wifey type but I don't care, I want you (whoa, whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you

Don't be scared to party, don't be scared to party

(Whoa, whoa)

Don't be scared to party

(Whoa, whoa)",
465,Mariah Carey,All I Want for Christmas Is You,"
I don't want a lot for Christmas 

There is just one thing I need 

I don't care about presents 

Underneath the Christmas tree 

I don't need to hang my stocking 

There upon the fireplace 

Santa Claus won't make me happy 

With a toy on Christmas day 

I just want you for my own 

More than you could ever know 

Make my wish come true 

All I want for Christmas is you... 

You baby 


I won't ask for much this Christmas 

I won't even wish for snow 

I'm just gonna keep on waiting 

Underneath the mistletoe 

I won't make a list and send it 

To the North Pole for Saint Nick 

I won't even stay awake to 

Hear those magic reindeer click 

'Cause I just want you here tonight 

Holding on to me so tight 

What more can I do 

Baby all I want for Christmas is you 

You... ",
466,Lee Brice,One of Them Girls,"
And you're one of them girls that ain't tryna meet nobody

You're just here for the party, if I'm wrong then stop me, yeah

You're one of them girls that ain't handin' out your number

You like to make us want you, you like to make us wonder


If you're one of them girls, 'cause I'm one of them boys

Would trade his whole world, hm, yeah

For one of them girls who likes to act all quiet, sexy, not even tryin'

Yeah, you know I ain't lyin', damn right

You one of them girls, broke every heart in your hometown

On the day you rode out, got 'em all wishin' on stars now",
467,Sam Hunt,Hard to Forget,"
I saw your sister at work

I saw your mama at church

I'm pretty sure I saw your car at the mall

I see your face in the clouds

I smell your perfume in crowds

I swear your number's all my phone wants to call


It's kinda funny how I can't seem

To get away from you

It's almost like you don't want me to",
468,Luke Bryan,One Margarita,"
One margarita, two margarita, three margarita, shot

Don't worry 'bout tomorrow

Leave all your sorrow out here on the floatin' dock

When that sun lays down, we'll be on our way

One more barefoot round, one more last chance to say

Hey Señorita, don't you think we need

A salt and a Buffett song

One margarita, two margarita, three margarita

We'll be gone


Ice blue skies, shades on the eyes

To tuck the bloodshot away

Hair of the dog, shouldn't take long

But who cares, we got all day

Palm trees a-leanin', sunburn a-screamin'

But we'll all be alright, after",
470,Young Thug,Hot,"
Cartier eye

I'm the bossman in a suit but no tie

I can't be sober, I gotta stay high

Pour me some syrup in a Canada Dry

Ridin' in the spaceship like Bonnie and Clyde

Don't worry, baby, I keep me some fire

Shenenehs and Birkins, she cannot decide

The latest Mercedes, it goes through surprise

Don't sleep on miss lady, her pussy a prize

Dick in her back while I'm grippin' her sides

Bigger Maybach, this ain't regular size

We really fly, we like pelican glide

Bitch, you ain't slick, I can tell the disguise

Upgraded my wrist, put baguettes in that Sky

She sing, I might sign her and change her whole life

I told her to gargle and work on her highs


Everything litty, I love when it's hot

Turned up the city, I broke off the notch

Got some more millis, I keep me a knot

I created history and made me a lot

He tried to diss me and ended on Fox

We call them chopsticks 'cause they gonna chop

Took her out of Follies 'cause her pussy pop

I run it like Nike, we got it on lock",
471,Carly Pearce,I Hope You're Happy Now,"
I hope you find what you were looking for

I hope your heart ain't hurting anymore

And you get moving on, all figured out

And you don't hate me somehow

'Cause I hope you're happy now


Who knew this heart could break this hard

Or a love like ours could fall apart

Without so much as a warning

I thought that I was what you wanted",
472,Lil Baby,Emotionally Scarred,"
Young age, learned how to get paid (We gon' get the money)

Big stage, long way from Section 8 (Ballin' other countries)

Big wave, he gon' have to get saved (Big old wave)

Ridin' in the foreign, chiefin' on the forest

I know I wasn't there for you, at least I said I'm sorry

You know what it was, I told you that I was heartless

I'm emotionally scarred, that ain't even your fault

But don't listen to them haters tryna fill your ears with salt


All this revenue coming in, I'll probably never spend

I just bought my BM a Benz, now that's another Benz

I just cut off all of my friends and brought my brothers in

I don't see nobody but me, who I'm gon' lose to?

I can't move around without tools, these niggas loose screws

I can see me taking the lead over the new school

They remember me from selling weed at my old school

Only hit it once and now it's old news

Blew up, who the fuck would knew? Paint my Trackhawk Nipsey Blue

If I get one, you get one too, I really move how bosses move

I never call myself a G.O.A.T., I leave that love to the people

Everybody can't go to the top, I had to leave some people

I'ma be forever scheming, woke up, I thought I was dreaming

Watched my lil' boy play with toys, I just dropped a tear of joy

Some shit that I feel for

I been going crazy with that scoring, call me baby Harden

They say I'll be great, I guess I'm waiting for it",
473,YNW Melly,Suicidal,"
Your love is suicidal

For me, your love is suicidal

To me, your love is suicidal

To me, your love is suicidal


I'm sippin' Hennessy-'y-'y, ooh

I'm sippin' Hennessy-'y-'y, ooh",
474,Lil Baby,The Bigger Picture,"
Trade my 4x4 for a G63, ain't no more free Lil Steve

I gave 'em chance and chance and chance again, I even done told them please

I find it crazy the police'll shoot you and know that you dead, but still tell you to freeze

Fucked up, I seen what I seen

I guess that mean hold him down if he say he can't breathe

It's too many mothers that's grieving

They killing us for no reason

Been going on for too long to get even

Throw us in cages like dogs and hyenas

I went to court and they sent me to prison

My mama was crushed when they said I can't leave

First I was drunk, then I sobered up quick

When I heard all that time that they gave to Taleeb

He got a life sentence plus

We just some products of our environment

How the fuck they gon' blame us?

You can't fight fire with fire

I know, but at least we can turn up the flames some

Every colored person ain't dumb and all whites not racist

I be judging by the mind and heart, I ain't really into faces

Fucked up, the way that we livin' is not getting better, you gotta know how to survive

Crazy, I had to tell all of my loved ones to carry a gun when they going outside

Stare in the mirror whenever you drive

Overprotective, go crazy for mine

You gotta pay attention to the signs

Seem like the blind following the blind

Thinking 'bout everything that's going on

I boost security up at my home

I'm with my kind if they right or they wrong

I call him now, he'll pick up the phone

And it's five in the morning, he waking up on it

Tell 'em wherever I'm at, then they comin'

I see blue lights, I get scared and start runnin'

That shit be crazy, they 'posed to protect us

Throw us in handcuffs and arrest us

While they go home at night, that shit messed up

Knowing we needed help, they neglect us

Wondering who gon' make them respect us

I can see in your eye that you fed up

Fuck around, got my shot, I won't let up

They know that we a problem together

They know that we can storm any weather


It's bigger than black and white

It's a problem with the whole way of life

It can't change overnight

But we gotta start somewhere

Might as well gon' 'head start here

We done had a hell of a year

I'ma make it count while I'm here

God is the only man I fear",
475,Jonas Brothers,Only Human,"
We gon' dance in my living room, slave to the way you move

Hurts when I’m leaving you (Ayy)

Just dance in the living room, love with an attitude

Drunk to an 80s groove (Ayy)

We gon' dance in my living room, slave to the way you move

Hurts when I'm leaving you (Ayy)

Dance in the living room, love with an attitude

Drunk


It's only human, you know that it's real

So why would you fight or try to deny the way that you feel?

Oh, babe, you can't fool me, your body's got other plans

So stop pretending you're shy, just come on and

Dance, dance, dance, dance, oh",
476,Pop Smoke,The Woo,"
I told her, ""Ooh-woo-woo""

Shawty wanna fuck me inside of the coupe

I can take you out everywhere, fuck a jet fare

Versace hotel with Versace robe, woah, woah

Like you when you let down your hair with no comb

And I stay to myself 'cause I never liked these hoes (Yeah)

And she only liked the guap, red light these hoes

Why would I waste my time on a shorty that don't got me on the front of her mind?

Especially when you get designer and I wine and dine

And the Bentley came with the wings like a number nine, yeah

Come through, just us two

I like you 'cause you cut how I'm cut too

Come through, just us two

I like you 'cause you cut how I'm cut too


She wanna fuck with the Woo (Ayy, she wanna fuck with the Woo, Woo)

She wanna fuck with the Woo

She wanna fuck with the Woo

She wanna fuck with the Woo

Yeah, yeah, yeah, yeah",
477,Lil Baby,Sum 2 Prove,"
Yeah, my diamonds be VVs (VVs)

They don't want to see us on TV unless it's the news (The news)

I got sum'n to prove (Sum'n to prove)

Yeah, I'm young but got sum'n to lose (Sum'n to lose)

In the street, I done paid all my dues (Yeah)

No extortion, they talking 'bout literally (Nah)

I be walkin' on beats, is you hearin' me? (Huh?)

I just pray that my kids be a bigger me, they can't get rid of me

Mmy diamonds be VVs (VVs)

They don't want to see us on TV unless it's the news (The news)

I got sum'n to prove (Sum'n to prove)

Yeah, I'm young buut got sum'n to lose (Sum'n to lose)

In the street, I done paid all my dues (Yeah)

No extortion, they talking 'bout literally (Nah)

I be walkin' on beats, is you hearin' me? (Huh?)

I just pray that my kids be a bigger me, they can't get rid of me


Wake up everyday, somebody harrassin' me

I got rich, they need money, they askin' me

I was sittin' in jail, they ain’t look out for me

Ones who need me the same ones who doubted me

I been handlin' my own, they can vouch for me

Head way down wit me, know that she proud of me

Turn the heat up, ain't nobody hot as me

Everywhere dollars be, that's how I gotta be

I done gave her the world, now she not leavin'

Say she love me to death, told her, ""Stop breathin'""

He try do what I do, but we not even

I want all of the beef, I am not vegan

Boy, you said it was smoke, nigga, stop speakin'

'Ventador, drop the top, I can't stop speedin'

Tryna see if this bitch hit the top speed

Hit the bitch from the back, have her knock me

Call me baby ho, I control the rock

If the raps slow, I control the block

Yeah, I'm really it, and you niggas not

Got a couple coupes, I can drop the top

I done made it nigga, all these digits comin'

And I'm savin' for the bigger picture, know one day I’ll need 'em

Might as well get used to me

My biggest fear is endin' up how I used to be, yeah",
479,Pop Smoke,Mood Swings,"
Every time I fuck, she call me daddy

My lil' mama nasty

I see the pussy through the panties (Whatever you want)

She taste like candy

She a queen, like Nefertiti

Uh oh, my lil' mama sittin' pretty

And we be shoppin' through the city (Oh, oh)

I gave her keys to the Bentley (Woah, woah)

Get off your knees, you don't gotta cry to me

I'm your best friend, baby, you don't gotta lie

I'll get you everything that you want and that you need from Chanel to Celine

It's on you to decide

Valentino, yeah, I put you in the best

Start liftin' up your dress, start kissin' on your neck (Oh no, no)

Start rubbin' on your butt, start massagin' your breasts

I ain't wanna give you a baby just yet, so I backed out and nutted on your breasts

I put you in an Uber (Uber) and sent you to your bed (Oh)

The very next day (Oh), you sent me a text (Oh)

You pulled up to the crib and we did it again (Oh, oh)


Shorty a lil' baddie (She a lil' baddie)

Shorty my lil' boo thing (Boo thing)

And shorty got the fatty

Shorty be catching mood swings

Every time I fuck without a rubber

I nutted on the covers

And I kept it undercover

'Cause I don't kiss and tell (Ooh)",
480,Halsey,You Should Be Sad,"
No, you're not half the man you think that you are

And you can't fill the hole inside of you with money, drugs, and cars

I'm so glad I never ever had a baby with you

'Cause you can't love nothing unless there's something in it for you


Oh, I feel so sorry, I feel so sad

I tried to help you, it just made you mad

And I had no warning about who you are

I'm just glad I made it out without breaking down

And then ran so fucking far

That you would never ever touch me again

Won't see your alligator tears

'Cause, no, I've had enough of them",
